"subject" "activity" "measurement" "mean"
27 "Walking" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.382617091578947
27 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.343626396295455
27 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.608544241568627
28 "Laying" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.970251565375
28 "Sitting" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.972939551944444
28 "Standing" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.964751238734177
28 "Walking" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.498754491111111
28 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.365287434717391
28 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.587813565294118
29 "Laying" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.992018447826087
29 "Sitting" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.988470241
29 "Standing" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.988541579384615
29 "Walking" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.394877826981132
29 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.411173451875
29 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.646198587755102
30 "Laying" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.975632420428571
30 "Sitting" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.985978315322581
30 "Standing" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.962892627966102
30 "Walking" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.467030710153846
30 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.399688694032258
30 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-mean-Z-Axis" -0.737803881230769
1 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.9641607086
1 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.987492994468085
1 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.995073759245283
1 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.133586606326316
1 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0863278966402041
1 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.461907025849057
3 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.983122615967742
3 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.976283534807692
3 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.960570921803279
3 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.296596633103448
3 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.165442898685714
3 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.486446509661017
5 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.985625270384615
5 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.976530547272727
5 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.965778920714286
5 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.3213903195
5 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.011055933212766
5 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.22532784293617
6 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.968619159473684
6 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.971488767454545
6 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.975235677719298
6 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.19269469414386
6 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.0886515099394167
6 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.186815074235294
7 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.983560175384615
7 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.984026344375
7 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.978729082830189
7 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.365314790947368
7 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.00426289144680851
7 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.426974025686275
8 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.975959911481481
8 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.986913610652174
8 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.990414086851852
8 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.271448185291667
8 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.172658982065789
8 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.24733661795122
11 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.987122678245614
11 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.981607942075472
11 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.993414564042553
11 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.45394304
11 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.12834163051087
11 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.458255021296296
14 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.973491388039216
14 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.981920831111111
14 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.980396601666667
14 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.484797709830508
14 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0302396365755556
14 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.41096787037037
15 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.983949290694444
15 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.989314359661017
15 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.986934133584906
15 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.411500068148148
15 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.108062740547619
15 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.207231605488542
16 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.989287359142857
16 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.991567867681159
16 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.991847149615385
16 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.402884115098039
16 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.125682818093191
16 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.538073090196078
17 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.983213244366197
17 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.9946131621875
17 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.992775377692308
17 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.343866129016393
17 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0718767032673913
17 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.287219038291667
19 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.985278006987952
19 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.988576991369863
19 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.985913722328767
19 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.0908366492173077
19 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.476803887476923
19 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.2172651781
21 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.987061376777778
21 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.990027822470588
21 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.979530485393258
21 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.107412802661538
21 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0463867896444444
21 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.462972848723404
22 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.974126068055556
22 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.984299609032258
22 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.978773000952381
22 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.0180047785304348
22 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.0404618458027778
22 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0677978520178571
23 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.987840852638889
23 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.986019630441176
23 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.984531642205882
23 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.235172990305085
23 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" 0.0819587190574074
23 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.424877553333333
25 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.976423984657534
25 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.992750109846154
25 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.989339890810811
25 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.624145724594595
25 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.522153341034483
25 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.690213625846154
26 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.990410106973684
26 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.99329986051282
26 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.991275662027027
26 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.351065957627119
26 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.130825898392
26 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.342075432
27 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.987477465405405
27 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.991292270714286
27 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.98860681
27 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.346610413333333
27 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0522811342045455
27 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.47892337254902
28 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.98220590125
28 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.977786782222222
28 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.971672796708861
28 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.367116416481481
28 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0980112293695652
28 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.37027368
29 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.99254347826087
29 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.9942201755
29 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.994123423538462
29 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.307336669773585
29 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.0986379156229167
29 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.211385397877551
30 "Laying" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.980350748142857
30 "Sitting" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.990017564516129
30 "Standing" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.972216728644068
30 "Walking" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.415135398
30 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.289802729403226
30 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-X-Axis" -0.561565206615385
1 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.9322178704
1 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.982513909574468
1 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.987018226792453
1 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.106739857136
1 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.134580008877551
1 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.381777065283019
3 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.971044012741936
3 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.956461756730769
3 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.943948547213115
3 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.00561498755362069
3 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.14772824006198
3 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.268191523644068
5 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.96624258
5 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.954464442045455
5 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.936202600714286
5 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0545213604089286
5 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.0901720096791489
5 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.105311152804255
6 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.935717452807018
6 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.946880042
6 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.950681450350877
6 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.0314450678263158
6 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.341242392604167
6 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0169811409705882
7 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.975886145
7 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.971814980208333
7 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.966850290188679
7 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0431917460807018
7 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.324378560319149
7 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.53419130254902
8 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.979170881666667
8 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.983038783478261
8 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.97858173
8 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.315883536479167
8 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.273943791773684
8 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0700821464439024
11 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.973486716315789
11 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.968421475660377
11 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.981185823617021
11 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.170177403123729
11 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.130443829826087
11 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.437276328518518
14 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.969113291372549
14 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.968943674259259
14 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.967830182166667
14 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.353526894237288
14 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.138737970022222
14 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.371572473072222
15 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.973215319722222
15 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.979713045932203
15 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.969934103584906
15 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0606839140548148
15 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.00722860241119048
15 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.330391429583333
16 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.986215013
16 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.983230774492754
16 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.984236462179487
16 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.433612657843137
16 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.281507406948936
16 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.417127012352941
17 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.978343915774648
17 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.98991581109375
17 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.988200349487179
17 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0470379377672131
17 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.298931144913043
17 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.365114263583333
19 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.975964111566265
19 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.980999857671233
19 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.973588517808219
19 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.0854010732076923
19 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.349771285415897
19 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0131695876025
21 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.973164432777778
21 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.980347168823529
21 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.966024075955056
21 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0148415165923077
21 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.113161860322222
21 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.261261053404255
22 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.9589609575
22 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.969776055483871
22 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.956169964285714
22 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" 0.213423556139739
22 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0270294444166667
22 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.106099613648095
23 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.989995616944444
23 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.979564696911765
23 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.977157997794118
23 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0609753095355932
23 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.177697841296296
23 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.380894442941176
25 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.948414293561644
25 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.984068025384615
25 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.974029503513513
25 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.367760098378378
25 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.365719830448276
25 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.638086010153846
26 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.988238648552632
26 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.987754588717949
26 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.977354949459459
26 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.271952157220339
26 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.061537065488
26 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.420055781272727
27 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.986116008783784
27 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.986083114
27 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.977605582
27 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.0655179027631579
27 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.163243978431818
27 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.450116431176471
28 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.981117467
28 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.96399042625
28 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.936991280253165
28 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.191757503603704
28 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.00175391954565217
28 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.349026567647059
29 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.990468082753623
29 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.985493318833333
29 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.984782782307692
29 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.155020660771698
29 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.120381521220833
29 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.408648946938776
30 "Laying" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.972434196714286
30 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.981902116451613
30 "Standing" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.960442360508475
30 "Walking" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.289466095323077
30 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.217432019258065
30 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Y-Axis" -0.610826602
1 "Laying" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.9605869872
1 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.988339184893617
1 "Standing" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.992349818113208
1 "Walking" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.534713440421053
1 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.401721464285714
1 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.726040200754717
3 "Laying" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.983711904677419
3 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.9771595725
3 "Standing" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.975595949508197
3 "Walking" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.543529108103448
3 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.613525074285714
3 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.738705863898305
5 "Laying" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.986135599038461
5 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.97602233
5 "Standing" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.96807230125
5 "Walking" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.633429995714286
5 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.551178075319149
5 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.668825711276596
6 "Laying" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.963567540877193
6 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.961636555090909
6 "Standing" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.969895845789474
6 "Walking" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.608624354210526
6 "Walking Downstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.389057047125
6 "Walking Upstairs" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.571673957058824
7 "Laying" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.975072995192308
7 "Sitting" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.974699194375
7 "Standing" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.974533710754717
7 "Walking" "frequency-Body-Accelerometer-Jerk-std-Z-Axis" -0.190751539207018
